x y depth yinc xinc strike dip rake slip Sample
96.0881 20.6934 2.1651 5 5 353 60 -177 2.3647 2
96.1120 20.6962 6.4952 5 5 353 60 -177 2.2681 2
96.1360 20.6989 10.8253 5 5 353 60 -174 2.0808 2
96.1599 20.7016 15.1554 5 5 353 60 -172 1.8672 2
96.1839 20.7044 19.4856 5 5 353 60 -169 1.6344 2
96.2078 20.7071 23.8157 5 5 353 60 -169 1.3872 2
96.2318 20.7098 28.1458 5 5 353 60 -170 1.0844 2
96.2557 20.7125 32.4760 5 5 353 60 -173 0.6263 2
96.0822 20.7381 2.1651 5 5 353 60 -174 2.6420 2
96.1062 20.7408 6.4952 5 5 353 60 -174 2.5385 2
96.1301 20.7435 10.8253 5 5 353 60 -172 2.2952 2
96.1541 20.7463 15.1554 5 5 353 60 -169 2.0043 2
96.1780 20.7490 19.4856 5 5 353 60 -167 1.6998 2
96.2020 20.7517 23.8157 5 5 353 60 -166 1.3994 2
96.2260 20.7544 28.1458 5 5 353 60 -167 1.0617 2
96.2499 20.7572 32.4760 5 5 353 60 -170 0.5998 2
96.0764 20.7827 2.1651 5 5 353 60 -174 2.8104 2
96.1003 20.7854 6.4952 5 5 353 60 -173 2.7099 2
96.1243 20.7882 10.8253 5 5 353 60 -171 2.4581 2
96.1482 20.7909 15.1554 5 5 353 60 -169 2.1185 2
96.1722 20.7936 19.4856 5 5 353 60 -167 1.7460 2
96.1962 20.7963 23.8157 5 5 353 60 -167 1.3760 2
96.2201 20.7991 28.1458 5 5 353 60 -168 0.9949 2
96.2441 20.8018 32.4760 5 5 353 60 -171 0.5442 2
96.0705 20.8273 2.1651 5 5 353 60 -177 2.9049 2
96.0945 20.8301 6.4952 5 5 353 60 -176 2.8122 2
96.1184 20.8328 10.8253 5 5 353 60 -174 2.5690 2
96.1424 20.8355 15.1554 5 5 353 60 -171 2.2113 2
96.1664 20.8383 19.4856 5 5 353 60 -169 1.7932 2
96.1903 20.8410 23.8157 5 5 353 60 -169 1.3644 2
96.2143 20.8437 28.1458 5 5 353 60 -171 0.9411 2
96.2382 20.8464 32.4760 5 5 353 60 -175 0.4953 2
96.0647 20.8720 2.1651 5 5 353 60 180 3.0377 2
96.0886 20.8747 6.4952 5 5 353 60 -179 2.9405 2
96.1126 20.8774 10.8253 5 5 353 60 -176 2.6769 2
96.1366 20.8802 15.1554 5 5 353 60 -174 2.2934 2
96.1605 20.8829 19.4856 5 5 353 60 -172 1.8382 2
96.1845 20.8856 23.8157 5 5 353 60 -173 1.3685 2
96.2084 20.8883 28.1458 5 5 353 60 -175 0.9128 2
96.2324 20.8911 32.4760 5 5 353 60 -180 0.4655 2
96.0588 20.9166 2.1651 5 5 353 60 179 3.1914 2
96.0828 20.9193 6.4952 5 5 353 60 -180 3.0729 2
96.1067 20.9221 10.8253 5 5 353 60 -177 2.7931 2
96.1307 20.9248 15.1554 5 5 353 60 -175 2.3776 2
96.1547 20.9275 19.4856 5 5 353 60 -173 1.8829 2
96.1786 20.9302 23.8157 5 5 353 60 -174 1.3728 2
96.2026 20.9330 28.1458 5 5 353 60 -177 0.8915 2
96.2265 20.9357 32.4760 5 5 353 60 178 0.4443 2
96.0530 20.9612 2.1651 5 5 353 60 179 3.3613 2
96.0769 20.9640 6.4952 5 5 353 60 -179 3.2269 2
96.1009 20.9667 10.8253 5 5 353 60 -176 2.9194 2
96.1248 20.9694 15.1554 5 5 353 60 -174 2.4575 2
96.1488 20.9722 19.4856 5 5 353 60 -172 1.9081 2
96.1728 20.9749 23.8157 5 5 353 60 -173 1.3506 2
96.1967 20.9776 28.1458 5 5 353 60 -176 0.8481 2
96.2207 20.9803 32.4760 5 5 353 60 179 0.4110 2
96.0471 21.0059 2.1651 5 5 353 60 -179 3.5504 2
96.0711 21.0086 6.4952 5 5 353 60 -178 3.4095 2
96.0950 21.0113 10.8253 5 5 353 60 -174 3.0622 2
96.1190 21.0141 15.1554 5 5 353 60 -172 2.5449 2
96.1429 21.0168 19.4856 5 5 353 60 -170 1.9373 2
96.1669 21.0195 23.8157 5 5 353 60 -171 1.3394 2
96.1909 21.0222 28.1458 5 5 353 60 -173 0.8194 2
96.2148 21.0249 32.4760 5 5 353 60 -178 0.3844 2
96.0413 21.0505 2.1651 5 5 353 60 -178 3.6890 2
96.0652 21.0532 6.4952 5 5 353 60 -176 3.5495 2
96.0892 21.0560 10.8253 5 5 353 60 -173 3.1676 2
96.1131 21.0587 15.1554 5 5 353 60 -170 2.6130 2
96.1371 21.0614 19.4856 5 5 353 60 -168 1.9731 2
96.1610 21.0641 23.8157 5 5 353 60 -169 1.3520 2
96.1850 21.0669 28.1458 5 5 353 60 -171 0.8145 2
96.2090 21.0696 32.4760 5 5 353 60 -177 0.3767 2
96.0354 21.0951 2.1651 5 5 353 60 -177 3.7145 2
96.0594 21.0979 6.4952 5 5 353 60 -176 3.5641 2
96.0833 21.1006 10.8253 5 5 353 60 -173 3.1859 2
96.1073 21.1033 15.1554 5 5 353 60 -170 2.6367 2
96.1312 21.1061 19.4856 5 5 353 60 -168 1.9975 2
96.1552 21.1088 23.8157 5 5 353 60 -169 1.3730 2
96.1791 21.1115 28.1458 5 5 353 60 -172 0.8325 2
96.2031 21.1142 32.4760 5 5 353 60 -179 0.3881 2
96.0295 21.1398 2.1651 5 5 353 60 -177 3.7160 2
96.0535 21.1425 6.4952 5 5 353 60 -176 3.5564 2
96.0774 21.1452 10.8253 5 5 353 60 -173 3.1703 2
96.1014 21.1480 15.1554 5 5 353 60 -170 2.6261 2
96.1254 21.1507 19.4856 5 5 353 60 -169 2.0029 2
96.1493 21.1534 23.8157 5 5 353 60 -170 1.3929 2
96.1733 21.1561 28.1458 5 5 353 60 -176 0.8683 2
96.1972 21.1588 32.4760 5 5 353 60 176 0.4198 2
96.0237 21.1844 2.1651 5 5 353 60 -177 3.7182 2
96.0476 21.1871 6.4952 5 5 353 60 -176 3.5455 2
96.0716 21.1899 10.8253 5 5 353 60 -173 3.1250 2
96.0955 21.1926 15.1554 5 5 353 60 -171 2.5721 2
96.1195 21.1953 19.4856 5 5 353 60 -169 1.9754 2
96.1434 21.1980 23.8157 5 5 353 60 -172 1.4079 2
96.1674 21.2008 28.1458 5 5 353 60 -178 0.9181 2
96.1913 21.2035 32.4760 5 5 353 60 174 0.4640 2
96.0178 21.2290 2.1651 5 5 353 60 -175 3.6974 2
96.0417 21.2318 6.4952 5 5 353 60 -175 3.4749 2
96.0657 21.2345 10.8253 5 5 353 60 -173 2.9952 2
96.0897 21.2372 15.1554 5 5 353 60 -171 2.4235 2
96.1136 21.2399 19.4856 5 5 353 60 -171 1.8595 2
96.1376 21.2427 23.8157 5 5 353 60 -174 1.3477 2
96.1615 21.2454 28.1458 5 5 353 60 178 0.9185 2
96.1855 21.2481 32.4760 5 5 353 60 170 0.4978 2
96.0119 21.2737 2.1651 5 5 353 60 -173 3.6842 2
96.0359 21.2764 6.4952 5 5 353 60 -174 3.3882 2
96.0598 21.2791 10.8253 5 5 353 60 -173 2.8353 2
96.0838 21.2819 15.1554 5 5 353 60 -173 2.2392 2
96.1077 21.2846 19.4856 5 5 353 60 -174 1.6957 2
96.1317 21.2873 23.8157 5 5 353 60 -179 1.2316 2
96.1556 21.2900 28.1458 5 5 353 60 171 0.8678 2
96.1796 21.2927 32.4760 5 5 353 60 161 0.5043 2
96.0086 21.3173 2.1651 5 5 359 60 -170 3.7446 2
96.0328 21.3177 6.4952 5 5 359 60 -172 3.4013 2
96.0569 21.3180 10.8253 5 5 359 60 -173 2.7745 2
96.0810 21.3184 15.1554 5 5 359 60 -174 2.1244 2
96.1052 21.3188 19.4856 5 5 359 60 -176 1.5574 2
96.1293 21.3192 23.8157 5 5 359 60 176 1.1102 2
96.1534 21.3196 28.1458 5 5 359 60 163 0.7955 2
96.1775 21.3199 32.4760 5 5 359 60 153 0.4779 2
96.0078 21.3622 2.1651 5 5 359 60 -168 3.8840 2
96.0319 21.3626 6.4952 5 5 359 60 -169 3.5367 2
96.0561 21.3630 10.8253 5 5 359 60 -171 2.8386 2
96.0802 21.3634 15.1554 5 5 359 60 -173 2.1052 2
96.1043 21.3638 19.4856 5 5 359 60 -177 1.4784 2
96.1284 21.3641 23.8157 5 5 359 60 173 1.0263 2
96.1526 21.3645 28.1458 5 5 359 60 158 0.7434 2
96.1767 21.3649 32.4760 5 5 359 60 147 0.4494 2
96.0070 21.4072 2.1651 5 5 359 60 -166 3.9965 2
96.0311 21.4076 6.4952 5 5 359 60 -167 3.6310 2
96.0552 21.4080 10.8253 5 5 359 60 -169 2.8907 2
96.0793 21.4084 15.1554 5 5 359 60 -171 2.1042 2
96.1035 21.4087 19.4856 5 5 359 60 -176 1.4431 2
96.1276 21.4091 23.8157 5 5 359 60 171 0.9905 2
96.1517 21.4095 28.1458 5 5 359 60 155 0.7313 2
96.1758 21.4098 32.4760 5 5 359 60 146 0.4481 2
96.0061 21.4522 2.1651 5 5 359 60 -166 4.0269 2
96.0302 21.4525 6.4952 5 5 359 60 -167 3.6457 2
96.0544 21.4529 10.8253 5 5 359 60 -168 2.8998 2
96.0785 21.4533 15.1554 5 5 359 60 -169 2.1108 2
96.1026 21.4537 19.4856 5 5 359 60 -174 1.4438 2
96.1267 21.4541 23.8157 5 5 359 60 173 0.9888 2
96.1509 21.4544 28.1458 5 5 359 60 156 0.7354 2
96.1750 21.4548 32.4760 5 5 359 60 146 0.4560 2
96.0053 21.4971 2.1651 5 5 359 60 -168 4.0022 2
96.0294 21.4975 6.4952 5 5 359 60 -168 3.6190 2
96.0535 21.4979 10.8253 5 5 359 60 -169 2.8904 2
96.0776 21.4983 15.1554 5 5 359 60 -169 2.1240 2
96.1018 21.4986 19.4856 5 5 359 60 -173 1.4606 2
96.1259 21.4990 23.8157 5 5 359 60 175 0.9989 2
96.1500 21.4994 28.1458 5 5 359 60 158 0.7391 2
96.1742 21.4998 32.4760 5 5 359 60 146 0.4614 2
96.0044 21.5421 2.1651 5 5 359 60 -170 3.9812 2
96.0286 21.5425 6.4952 5 5 359 60 -171 3.6091 2
96.0527 21.5428 10.8253 5 5 359 60 -171 2.8984 2
96.0768 21.5432 15.1554 5 5 359 60 -171 2.1408 2
96.1009 21.5436 19.4856 5 5 359 60 -173 1.4855 2
96.1251 21.5440 23.8157 5 5 359 60 176 1.0187 2
96.1492 21.5444 28.1458 5 5 359 60 157 0.7511 2
96.1733 21.5447 32.4760 5 5 359 60 145 0.4711 2
96.0036 21.5870 2.1651 5 5 359 60 -173 4.0532 2
96.0277 21.5874 6.4952 5 5 359 60 -174 3.6952 2
96.0518 21.5878 10.8253 5 5 359 60 -175 2.9656 2
96.0760 21.5882 15.1554 5 5 359 60 -173 2.1748 2
96.1001 21.5886 19.4856 5 5 359 60 -175 1.5150 2
96.1242 21.5889 23.8157 5 5 359 60 173 1.0496 2
96.1483 21.5893 28.1458 5 5 359 60 155 0.7677 2
96.1725 21.5897 32.4760 5 5 359 60 143 0.4752 2
96.0027 21.6320 2.1651 5 5 359 60 -174 4.2018 2
96.0269 21.6324 6.4952 5 5 359 60 -175 3.8606 2
96.0510 21.6328 10.8253 5 5 359 60 -176 3.0661 2
96.0751 21.6331 15.1554 5 5 359 60 -175 2.2192 2
96.0992 21.6335 19.4856 5 5 359 60 -178 1.5287 2
96.1234 21.6339 23.8157 5 5 359 60 170 1.0473 2
96.1475 21.6343 28.1458 5 5 359 60 152 0.7472 2
96.1716 21.6346 32.4760 5 5 359 60 141 0.4515 2
96.0019 21.6769 2.1651 5 5 359 60 -173 4.1416 2
96.0260 21.6773 6.4952 5 5 359 60 -174 3.7874 2
96.0501 21.6777 10.8253 5 5 359 60 -175 2.9930 2
96.0743 21.6781 15.1554 5 5 359 60 -176 2.1541 2
96.0984 21.6785 19.4856 5 5 359 60 179 1.4684 2
96.1225 21.6789 23.8157 5 5 359 60 168 0.9863 2
96.1466 21.6792 28.1458 5 5 359 60 151 0.6796 2
96.1708 21.6796 32.4760 5 5 359 60 139 0.3980 2
96.0010 21.7219 2.1651 5 5 359 60 -173 3.9315 2
96.0252 21.7223 6.4952 5 5 359 60 -174 3.5367 2
96.0493 21.7227 10.8253 5 5 359 60 -177 2.7694 2
96.0734 21.7231 15.1554 5 5 359 60 -179 1.9792 2
96.0975 21.7234 19.4856 5 5 359 60 177 1.3405 2
96.1217 21.7238 23.8157 5 5 359 60 167 0.8964 2
96.1458 21.7242 28.1458 5 5 359 60 152 0.6092 2
96.1699 21.7246 32.4760 5 5 359 60 141 0.3498 2
96.0002 21.7669 2.1651 5 5 359 60 -174 3.7859 2
96.0243 21.7673 6.4952 5 5 359 60 -176 3.3666 2
96.0484 21.7676 10.8253 5 5 359 60 180 2.6153 2
96.0726 21.7680 15.1554 5 5 359 60 177 1.8439 2
96.0967 21.7684 19.4856 5 5 359 60 174 1.2310 2
96.1208 21.7688 23.8157 5 5 359 60 168 0.8230 2
96.1450 21.7691 28.1458 5 5 359 60 156 0.5661 2
96.1691 21.7695 32.4760 5 5 359 60 146 0.3353 2
95.9993 21.8118 2.1651 5 5 359 60 -175 3.8039 2
96.0235 21.8122 6.4952 5 5 359 60 -178 3.3650 2
96.0476 21.8126 10.8253 5 5 359 60 176 2.5827 2
96.0717 21.8130 15.1554 5 5 359 60 173 1.7862 2
96.0959 21.8134 19.4856 5 5 359 60 172 1.1726 2
96.1200 21.8137 23.8157 5 5 359 60 170 0.7949 2
96.1441 21.8141 28.1458 5 5 359 60 159 0.5780 2
96.1682 21.8145 32.4760 5 5 359 60 149 0.3588 2
95.9985 21.8568 2.1651 5 5 359 60 -175 3.8936 2
96.0226 21.8572 6.4952 5 5 359 60 -178 3.4428 2
96.0467 21.8576 10.8253 5 5 359 60 175 2.6110 2
96.0709 21.8579 15.1554 5 5 359 60 172 1.7762 2
96.0950 21.8583 19.4856 5 5 359 60 172 1.1563 2
96.1191 21.8587 23.8157 5 5 359 60 170 0.7937 2
96.1433 21.8591 28.1458 5 5 359 60 159 0.5891 2
96.1674 21.8594 32.4760 5 5 359 60 149 0.3670 2
95.9976 21.9017 2.1651 5 5 359 60 -174 3.9406 2
96.0218 21.9021 6.4952 5 5 359 60 -177 3.4940 2
96.0459 21.9025 10.8253 5 5 359 60 177 2.6419 2
96.0700 21.9029 15.1554 5 5 359 60 174 1.7904 2
96.0942 21.9033 19.4856 5 5 359 60 174 1.1487 2
96.1183 21.9037 23.8157 5 5 359 60 172 0.7610 2
96.1424 21.9040 28.1458 5 5 359 60 160 0.5382 2
96.1665 21.9044 32.4760 5 5 359 60 146 0.3297 2
95.9968 21.9467 2.1651 5 5 359 60 -173 3.8915 2
96.0209 21.9471 6.4952 5 5 359 60 -176 3.4514 2
96.0450 21.9475 10.8253 5 5 359 60 180 2.6277 2
96.0692 21.9479 15.1554 5 5 359 60 178 1.7796 2
96.0933 21.9482 19.4856 5 5 359 60 179 1.1010 2
96.1174 21.9486 23.8157 5 5 359 60 178 0.6747 2
96.1416 21.9490 28.1458 5 5 359 60 166 0.4329 2
96.1657 21.9494 32.4760 5 5 359 60 149 0.2551 2
95.9959 21.9917 2.1651 5 5 359 60 -172 3.7293 2
96.0201 21.9921 6.4952 5 5 359 60 -175 3.3274 2
96.0442 21.9924 10.8253 5 5 359 60 -177 2.5430 2
96.0683 21.9928 15.1554 5 5 359 60 -176 1.6897 2
96.0925 21.9932 19.4856 5 5 359 60 -172 0.9754 2
96.1166 21.9936 23.8157 5 5 359 60 -169 0.5414 2
96.1407 21.9939 28.1458 5 5 359 60 177 0.3093 2
96.1648 21.9943 32.4760 5 5 359 60 153 0.1799 2
95.9951 22.0366 2.1651 5 5 359 60 -172 3.6073 2
96.0192 22.0370 6.4952 5 5 359 60 -173 3.2032 2
96.0433 22.0374 10.8253 5 5 359 60 -174 2.4054 2
96.0675 22.0378 15.1554 5 5 359 60 -171 1.5408 2
96.0916 22.0382 19.4856 5 5 359 60 -164 0.8347 2
96.1157 22.0385 23.8157 5 5 359 60 -160 0.4084 2
96.1399 22.0389 28.1458 5 5 359 60 179 0.2086 2
96.1640 22.0393 32.4760 5 5 359 60 149 0.1397 2
95.9942 22.0816 2.1651 5 5 359 60 -172 3.5780 2
96.0184 22.0820 6.4952 5 5 359 60 -173 3.1175 2
96.0425 22.0824 10.8253 5 5 359 60 -173 2.2750 2
96.0666 22.0827 15.1554 5 5 359 60 -170 1.3902 2
96.0908 22.0831 19.4856 5 5 359 60 -165 0.6861 2
96.1149 22.0835 23.8157 5 5 359 60 -165 0.2747 2
96.1390 22.0839 28.1458 5 5 359 60 158 0.1483 2
96.1631 22.0842 32.4760 5 5 359 60 143 0.1230 2
95.9934 22.1265 2.1651 5 5 359 60 -171 3.5881 2
96.0175 22.1269 6.4952 5 5 359 60 -173 3.0629 2
96.0416 22.1273 10.8253 5 5 359 60 -175 2.1611 2
96.0658 22.1277 15.1554 5 5 359 60 -175 1.2726 2
96.0899 22.1281 19.4856 5 5 359 60 -177 0.6020 2
96.1140 22.1285 23.8157 5 5 359 60 168 0.2445 2
96.1382 22.1288 28.1458 5 5 359 60 139 0.1706 2
96.1623 22.1292 32.4760 5 5 359 60 138 0.1136 2
95.9925 22.1715 2.1651 5 5 359 60 -170 3.6248 2
96.0167 22.1719 6.4952 5 5 359 60 -173 3.0794 2
96.0408 22.1723 10.8253 5 5 359 60 -177 2.1517 2
96.0649 22.1727 15.1554 5 5 359 60 179 1.2731 2
96.0890 22.1730 19.4856 5 5 359 60 172 0.6357 2
96.1132 22.1734 23.8157 5 5 359 60 153 0.3218 2
96.1373 22.1738 28.1458 5 5 359 60 138 0.2212 2
96.1614 22.1742 32.4760 5 5 359 60 135 0.1209 2
95.9917 22.2165 2.1651 5 5 359 60 -170 3.6387 2
96.0158 22.2168 6.4952 5 5 359 60 -173 3.1289 2
96.0399 22.2172 10.8253 5 5 359 60 -179 2.2213 2
96.0641 22.2176 15.1554 5 5 359 60 177 1.3418 2
96.0882 22.2180 19.4856 5 5 359 60 170 0.7078 2
96.1123 22.2184 23.8157 5 5 359 60 155 0.3726 2
96.1364 22.2187 28.1458 5 5 359 60 141 0.2544 2
96.1606 22.2191 32.4760 5 5 359 60 139 0.1502 2
95.9908 22.2614 2.1651 5 5 359 60 -171 3.6035 2
96.0150 22.2618 6.4952 5 5 359 60 -174 3.1294 2
96.0391 22.2622 10.8253 5 5 359 60 -178 2.2631 2
96.0632 22.2626 15.1554 5 5 359 60 178 1.3918 2
96.0873 22.2630 19.4856 5 5 359 60 170 0.7540 2
96.1115 22.2633 23.8157 5 5 359 60 156 0.3988 2
96.1356 22.2637 28.1458 5 5 359 60 139 0.2760 2
96.1597 22.2641 32.4760 5 5 359 60 137 0.1777 2
95.9900 22.3064 2.1651 5 5 359 60 -172 3.5834 2
96.0141 22.3068 6.4952 5 5 359 60 -175 3.1388 2
96.0382 22.3072 10.8253 5 5 359 60 -177 2.2947 2
96.0624 22.3075 15.1554 5 5 359 60 -179 1.4054 2
96.0865 22.3079 19.4856 5 5 359 60 175 0.7353 2
96.1106 22.3083 23.8157 5 5 359 60 160 0.3759 2
96.1347 22.3087 28.1458 5 5 359 60 141 0.2623 2
96.1589 22.3090 32.4760 5 5 359 60 138 0.1771 2
95.9891 22.3513 2.1651 5 5 359 60 -175 3.6361 2
96.0133 22.3517 6.4952 5 5 359 60 -175 3.1979 2
96.0374 22.3521 10.8253 5 5 359 60 -175 2.3267 2
96.0615 22.3525 15.1554 5 5 359 60 -172 1.4052 2
96.0856 22.3529 19.4856 5 5 359 60 -173 0.7090 2
96.1098 22.3532 23.8157 5 5 359 60 175 0.3160 2
96.1339 22.3536 28.1458 5 5 359 60 150 0.1987 2
96.1580 22.3540 32.4760 5 5 359 60 144 0.1424 2
95.9883 22.3963 2.1651 5 5 359 60 -175 3.6890 2
96.0124 22.3967 6.4952 5 5 359 60 -175 3.2220 2
96.0365 22.3971 10.8253 5 5 359 60 -171 2.3118 2
96.0607 22.3975 15.1554 5 5 359 60 -163 1.3998 2
96.0848 22.3978 19.4856 5 5 359 60 -158 0.7138 2
96.1089 22.3982 23.8157 5 5 359 60 -161 0.2898 2
96.1330 22.3986 28.1458 5 5 359 60 165 0.1265 2
96.1572 22.3989 32.4760 5 5 359 60 140 0.1060 2
95.9874 22.4413 2.1651 5 5 359 60 -174 3.5500 2
96.0115 22.4416 6.4952 5 5 359 60 -173 3.0491 2
96.0357 22.4420 10.8253 5 5 359 60 -166 2.1525 2
96.0598 22.4424 15.1554 5 5 359 60 -155 1.3274 2
96.0839 22.4428 19.4856 5 5 359 60 -145 0.7016 2
96.1080 22.4432 23.8157 5 5 359 60 -142 0.2783 2
96.1322 22.4435 28.1458 5 5 359 60 172 0.0715 2
96.1563 22.4439 32.4760 5 5 359 60 137 0.0859 2
95.9866 22.4862 2.1651 5 5 359 60 -170 3.0854 2
96.0107 22.4866 6.4952 5 5 359 60 -168 2.5811 2
96.0348 22.4870 10.8253 5 5 359 60 -160 1.8078 2
96.0589 22.4874 15.1554 5 5 359 60 -148 1.1590 2
96.0831 22.4877 19.4856 5 5 359 60 -138 0.6476 2
96.1072 22.4881 23.8157 5 5 359 60 -135 0.2707 2
96.1313 22.4885 28.1458 5 5 359 60 -172 0.0523 2
96.1554 22.4889 32.4760 5 5 359 60 158 0.0657 2
95.9857 22.5312 2.1651 5 5 359 60 -166 2.3410 2
96.0098 22.5316 6.4952 5 5 359 60 -165 1.9013 2
96.0340 22.5319 10.8253 5 5 359 60 -156 1.3516 2
96.0581 22.5323 15.1554 5 5 359 60 -147 0.9230 2
96.0822 22.5327 19.4856 5 5 359 60 -141 0.5318 2
96.1063 22.5331 23.8157 5 5 359 60 -139 0.2273 2
96.1305 22.5335 28.1458 5 5 359 60 176 0.0798 2
96.1546 22.5338 32.4760 5 5 359 60 173 0.1001 2
95.9848 22.5761 2.1651 5 5 359 60 -164 1.6294 2
96.0090 22.5765 6.4952 5 5 359 60 -163 1.2702 2
96.0331 22.5769 10.8253 5 5 359 60 -156 0.9235 2
96.0572 22.5773 15.1554 5 5 359 60 -147 0.6499 2
96.0814 22.5777 19.4856 5 5 359 60 -147 0.3705 2
96.1055 22.5780 23.8157 5 5 359 60 -165 0.1864 2
96.1296 22.5784 28.1458 5 5 359 60 158 0.1841 2
96.1537 22.5788 32.4760 5 5 359 60 169 0.1864 2
95.9840 22.6211 2.1651 5 5 359 60 -163 1.0843 2
96.0081 22.6215 6.4952 5 5 359 60 -163 0.8079 2
96.0322 22.6219 10.8253 5 5 359 60 -153 0.5973 2
96.0564 22.6222 15.1554 5 5 359 60 -146 0.4342 2
96.0805 22.6226 19.4856 5 5 359 60 -163 0.2634 2
96.1046 22.6230 23.8157 5 5 359 60 159 0.2784 2
96.1287 22.6234 28.1458 5 5 359 60 151 0.3741 2
96.1529 22.6237 32.4760 5 5 359 60 162 0.3079 2
95.9831 22.6661 2.1651 5 5 359 60 -163 0.6838 2
96.0073 22.6664 6.4952 5 5 359 60 -165 0.5187 2
96.0314 22.6668 10.8253 5 5 359 60 -160 0.4073 2
96.0555 22.6672 15.1554 5 5 359 60 -167 0.3086 2
96.0796 22.6676 19.4856 5 5 359 60 160 0.3044 2
96.1038 22.6680 23.8157 5 5 359 60 146 0.4362 2
96.1279 22.6683 28.1458 5 5 359 60 149 0.5213 2
96.1520 22.6687 32.4760 5 5 359 60 159 0.3801 2
95.9823 22.7110 2.1651 5 5 359 60 -169 0.2976 2
96.0064 22.7114 6.4952 5 5 359 60 179 0.3122 2
96.0305 22.7118 10.8253 5 5 359 60 177 0.2954 2
96.0546 22.7122 15.1554 5 5 359 60 163 0.2641 2
96.0788 22.7125 19.4856 5 5 359 60 145 0.3138 2
96.1029 22.7129 23.8157 5 5 359 60 143 0.3885 2
96.1270 22.7133 28.1458 5 5 359 60 148 0.4196 2
96.1512 22.7137 32.4760 5 5 359 60 156 0.2959 2
